Daten;Stationen;Meßpunkt;Messwert;Messung;Messeinheit
02-09-2025 07:44:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);135.814;°
02-09-2025 07:44:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);995.69;hPa
02-09-2025 07:44:06;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);14.563;V
02-09-2025 07:44:06;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.058;A
02-09-2025 07:44:06;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.687;V
02-09-2025 07:44:06;Weincampus Neustadt 1 (1423);Hauptstation (17);16;16;
02-09-2025 07:44:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);14.005;°C
02-09-2025 07:44:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);0.8;m/s
02-09-2025 07:44:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 07:44:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);89.011;%
02-09-2025 07:44:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);15.819;°C
02-09-2025 07:44:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.539;°C
02-09-2025 07:43:59;Weincampus Neustadt 1 (1423);Hauptstation (17);0;11250;
02-09-2025 07:39:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.981;°C
02-09-2025 07:39:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);0.6;m/s
02-09-2025 07:39:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);89.673;%
02-09-2025 07:39:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);15.687;°C
02-09-2025 07:39:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.485;°C
02-09-2025 07:39:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.183;m/s
02-09-2025 07:39:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);28.39;W/m^2
02-09-2025 07:39:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);142.177;°
02-09-2025 07:39:06;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.86;V
02-09-2025 07:39:06;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.054;A
02-09-2025 07:39:06;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.693;V
02-09-2025 07:34:06;Weincampus Neustadt 1 (1423);Hauptstation (17);16;16;
02-09-2025 07:34:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.984;°C
02-09-2025 07:34:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1.5;m/s
02-09-2025 07:34:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 07:34:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);89.943;%
02-09-2025 07:34:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);15.633;°C
02-09-2025 07:34:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.463;°C
02-09-2025 07:34:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.733;m/s
02-09-2025 07:34:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);28.39;W/m^2
02-09-2025 07:34:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);208.89;°
02-09-2025 07:34:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);995.523;hPa
02-09-2025 07:34:06;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);14.17;V
02-09-2025 07:34:06;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.046;A
02-09-2025 07:34:06;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.686;V
02-09-2025 07:29:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);14.01;°C
02-09-2025 07:29:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);0.5;m/s
02-09-2025 07:29:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);89.815;%
02-09-2025 07:29:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);15.689;°C
02-09-2025 07:29:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.503;°C
02-09-2025 07:29:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.037;m/s
02-09-2025 07:29:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);23.249;W/m^2
02-09-2025 07:29:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);202.274;°
02-09-2025 07:29:05;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);13.822;V
02-09-2025 07:29:05;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.052;A
02-09-2025 07:29:05;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.684;V
02-09-2025 07:24:05;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.664;V
02-09-2025 07:24:05;Weincampus Neustadt 1 (1423);Hauptstation (17);16;15;
02-09-2025 07:24:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.955;°C
02-09-2025 07:24:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);0.5;m/s
02-09-2025 07:24:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 07:24:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);89.4;%
02-09-2025 07:24:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);15.706;°C
02-09-2025 07:24:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.473;°C
02-09-2025 07:24:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.087;m/s
02-09-2025 07:24:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);16.651;W/m^2
02-09-2025 07:24:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);203.413;°
02-09-2025 07:24:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);995.557;hPa
02-09-2025 07:24:05;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);13.116;V
02-09-2025 07:24:05;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.067;A
02-09-2025 07:19:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.834;°C
02-09-2025 07:19:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);0.9;m/s
02-09-2025 07:19:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);89.238;%
02-09-2025 07:19:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);15.613;°C
02-09-2025 07:19:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.363;°C
02-09-2025 07:19:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.453;m/s
02-09-2025 07:19:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);17.034;W/m^2
02-09-2025 07:19:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);204.474;°
02-09-2025 07:19:05;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);13.094;V
02-09-2025 07:19:05;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.065;A
02-09-2025 07:19:05;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.665;V
02-09-2025 07:14:05;Weincampus Neustadt 1 (1423);Hauptstation (17);16;15;
02-09-2025 07:14:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.932;°C
02-09-2025 07:14:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);0.1;m/s
02-09-2025 07:14:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 07:14:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);90.198;%
02-09-2025 07:14:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);15.539;°C
02-09-2025 07:14:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.399;°C
02-09-2025 07:14:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.013;m/s
02-09-2025 07:14:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);16.957;W/m^2
02-09-2025 07:14:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);203.173;°
02-09-2025 07:14:05;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);995.48;hPa
02-09-2025 07:14:05;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);13.081;V
02-09-2025 07:14:05;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.069;A
02-09-2025 07:14:05;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.665;V
02-09-2025 07:09:04;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.886;°C
02-09-2025 07:09:04;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1.2;m/s
02-09-2025 07:09:04;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);91.643;%
02-09-2025 07:09:04;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);15.254;°C
02-09-2025 07:09:04;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.282;°C
02-09-2025 07:09:04;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.377;m/s
02-09-2025 07:09:04;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);16.113;W/m^2
02-09-2025 07:09:04;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);204.44;°
02-09-2025 07:09:04;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);13.023;V
02-09-2025 07:09:04;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.07;A
02-09-2025 07:09:04;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.657;V
02-09-2025 07:04:04;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.076;A
02-09-2025 07:04:04;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.681;V
02-09-2025 07:04:04;Weincampus Neustadt 1 (1423);Hauptstation (17);16;14;
02-09-2025 07:04:04;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1.4;m/s
02-09-2025 07:04:04;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 07:04:04;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.29;m/s
02-09-2025 07:04:04;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);14.502;W/m^2
02-09-2025 07:04:04;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);205.369;°
02-09-2025 07:04:04;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);995.313;hPa
02-09-2025 07:04:04;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);12.94;V
02-09-2025 06:59:04;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.671;V
02-09-2025 06:59:04;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.796;°C
02-09-2025 06:59:04;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1;m/s
02-09-2025 06:59:04;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);95.187;%
02-09-2025 06:59:04;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);14.591;°C
02-09-2025 06:59:04;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.023;°C
02-09-2025 06:59:04;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.243;m/s
02-09-2025 06:59:04;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);12.737;W/m^2
02-09-2025 06:59:04;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);205.962;°
02-09-2025 06:59:04;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);11.733;V
02-09-2025 06:59:04;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.075;A
02-09-2025 06:54:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.026;°C
02-09-2025 06:54:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 06:54:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);14.272;W/m^2
02-09-2025 06:54:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);205.709;°
02-09-2025 06:54:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);995.124;hPa
02-09-2025 06:54:03;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);11.79;V
02-09-2025 06:54:03;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.075;A
02-09-2025 06:54:03;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.667;V
02-09-2025 06:54:03;Weincampus Neustadt 1 (1423);Hauptstation (17);16;14;
02-09-2025 06:54:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.874;°C
02-09-2025 06:54:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);0;m/s
02-09-2025 06:54:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 06:54:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);96.129;%
02-09-2025 06:54:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);14.489;°C
02-09-2025 06:49:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);0;m/s
02-09-2025 06:49:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);96.128;%
02-09-2025 06:49:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);14.481;°C
02-09-2025 06:49:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.018;°C
02-09-2025 06:49:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 06:49:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);16.267;W/m^2
02-09-2025 06:49:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);205.614;°
02-09-2025 06:49:03;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);9.933;V
02-09-2025 06:49:03;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.075;A
02-09-2025 06:49:03;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.676;V
02-09-2025 06:49:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.867;°C
02-09-2025 06:44:03;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.65;V
02-09-2025 06:44:03;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.082;A
02-09-2025 06:44:03;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);7.498;V
02-09-2025 06:44:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);995.151;hPa
02-09-2025 06:44:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);205.494;°
02-09-2025 06:44:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);14.656;W/m^2
02-09-2025 06:44:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.01;m/s
02-09-2025 06:44:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);13.945;°C
02-09-2025 06:44:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);14.44;°C
02-09-2025 06:44:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);95.842;%
02-09-2025 06:44:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 06:44:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);0.1;m/s
02-09-2025 06:44:03;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.781;°C
02-09-2025 06:44:03;Weincampus Neustadt 1 (1423);Hauptstation (17);16;14;
02-09-2025 06:43:59;Weincampus Neustadt 1 (1423);Hauptstation (17);0;11250;
02-09-2025 06:39:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);206.329;°
02-09-2025 06:39:02;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);5.15;V
02-09-2025 06:39:02;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.077;A
02-09-2025 06:39:02;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.669;V
02-09-2025 06:39:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.933;°C
02-09-2025 06:39:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);0.8;m/s
02-09-2025 06:39:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);96.146;%
02-09-2025 06:39:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);14.549;°C
02-09-2025 06:39:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.087;°C
02-09-2025 06:39:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.133;m/s
02-09-2025 06:39:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);14.272;W/m^2
02-09-2025 06:34:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);995.111;hPa
02-09-2025 06:34:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.249;°C
02-09-2025 06:34:02;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);3.011;V
02-09-2025 06:34:02;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.075;A
02-09-2025 06:34:02;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.651;V
02-09-2025 06:34:02;Weincampus Neustadt 1 (1423);Hauptstation (17);16;14;
02-09-2025 06:34:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);14.094;°C
02-09-2025 06:34:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1;m/s
02-09-2025 06:34:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 06:34:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);96.189;%
02-09-2025 06:34:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);14.706;°C
02-09-2025 06:34:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.15;m/s
02-09-2025 06:34:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);13.888;W/m^2
02-09-2025 06:34:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);206.318;°
02-09-2025 06:29:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);14.118;W/m^2
02-09-2025 06:29:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);208.262;°
02-09-2025 06:29:02;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);1.586;V
02-09-2025 06:29:02;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.075;A
02-09-2025 06:29:02;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.662;V
02-09-2025 06:29:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);14.187;°C
02-09-2025 06:29:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);0.2;m/s
02-09-2025 06:29:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);96.211;%
02-09-2025 06:29:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);14.787;°C
02-09-2025 06:29:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.333;°C
02-09-2025 06:29:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.017;m/s
02-09-2025 06:24:02;Weincampus Neustadt 1 (1423);Hauptstation (17);16;15;
02-09-2025 06:24:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);0.3;m/s
02-09-2025 06:24:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 06:24:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.027;m/s
02-09-2025 06:24:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);14.042;W/m^2
02-09-2025 06:24:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);211.054;°
02-09-2025 06:24:02;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);995.224;hPa
02-09-2025 06:24:02;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);0.887;V
02-09-2025 06:24:02;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.076;A
02-09-2025 06:24:02;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.673;V
02-09-2025 06:19:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);14.197;°C
02-09-2025 06:19:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);0;m/s
02-09-2025 06:19:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);94.629;%
02-09-2025 06:19:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);15.033;°C
02-09-2025 06:19:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.4;°C
02-09-2025 06:19:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 06:19:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);14.272;W/m^2
02-09-2025 06:19:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);211.81;°
02-09-2025 06:19:01;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);0.601;V
02-09-2025 06:19:01;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.077;A
02-09-2025 06:19:01;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.678;V
02-09-2025 06:14:01;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.075;A
02-09-2025 06:14:01;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.685;V
02-09-2025 06:14:01;Weincampus Neustadt 1 (1423);Hauptstation (17);16;15;
02-09-2025 06:14:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);14.344;°C
02-09-2025 06:14:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);0;m/s
02-09-2025 06:14:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 06:14:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);94.399;%
02-09-2025 06:14:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);15.246;°C
02-09-2025 06:14:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.585;°C
02-09-2025 06:14:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 06:14:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);14.425;W/m^2
02-09-2025 06:14:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);212.77;°
02-09-2025 06:14:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);995.053;hPa
02-09-2025 06:14:01;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);0.454;V
02-09-2025 06:09:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);14.457;°C
02-09-2025 06:09:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);0.3;m/s
02-09-2025 06:09:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);94.427;%
02-09-2025 06:09:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);15.353;°C
02-09-2025 06:09:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.695;°C
02-09-2025 06:09:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.03;m/s
02-09-2025 06:09:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);14.349;W/m^2
02-09-2025 06:09:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);214.083;°
02-09-2025 06:09:01;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);0;V
02-09-2025 06:09:01;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.079;A
02-09-2025 06:09:01;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.676;V
02-09-2025 06:04:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 06:04:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.09;m/s
02-09-2025 06:04:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);13.735;W/m^2
02-09-2025 06:04:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);215.967;°
02-09-2025 06:04:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);994.981;hPa
02-09-2025 06:04:01;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);0.072;V
02-09-2025 06:04:01;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.074;A
02-09-2025 06:04:01;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.68;V
02-09-2025 06:04:01;Weincampus Neustadt 1 (1423);Hauptstation (17);16;15;
02-09-2025 06:04:01;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);0.7;m/s
02-09-2025 05:59:00;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.685;V
02-09-2025 05:59:00;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.076;A
02-09-2025 05:59:00;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);0;V
02-09-2025 05:59:00;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);218.916;°
02-09-2025 05:59:00;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);15.5;W/m^2
